f_voter_turnout,year
51.0551931,1998
39.80914521,1996
54.66833309,1998
50.91191908,1998
44.63601949,1998
51.27896407,1999
59.98407458,2014
64.02167712,2014
49.4033594,2004
26.82502897,1999
58.43159697,2014
50.11066651,2009
69.55093397,2014
42.52145587,1996
57.1160035,1998
45.25884988,2004
54.93817404,2004
44.57747191,1996
49.37217156,2009
58.76904624,2014
68.79553838,2014
40.15997921,2009
44.06703534,1999
50.92526644,1996
44.74205104,2004
54.34961474,1996
53.36969031,2009
51.67003758,2009
52.56980788,1998
45.18379618,2009
46.53621766,1999
45.56327119,1996
40.74401083,2009
36.51711858,2004
41.24614592,1999
51.37968474,2009
39.14389565,1996
41.14096345,2009
41.93548387,2004
43.31592341,1998
39.11100197,2004
44.18451012,1996
41.06320763,1998
33.21057911,1999
34.30978908,1999
55.12471083,2009
48.16870683,2009
57.99567973,1996
67.71452361,2014
42.14961447,1999
55.26375777,2014
38.4567824,1998
21.91324521,1996
53.41912111,1999
57.85647086,2014
49.23364652,1999
42.11780338,1996
47.90691783,2009
57.23915546,1998
47.92432489,2004
42.70795068,2009
44.43912193,2004
46.51979042,2004
58.02340132,2014
50.23030961,1998
57.75992773,2009
43.58037218,2004
38.82451538,1996
71.02285604,2014
51.75973115,1998
63.81159039,2004
65.19423815,1998
60.28727941,1999
63.21364322,2009
61.10038504,1996
70.37929482,2014
64.94428168,2009
46.50867813,1999
50.11179786,2004
58.69760471,1996
52.97241507,1998
74.01284833,2014
85.72914131,2014
75.55246041,2009
76.70343794,1999
79.50704534,1998
70.98677588,2004
79.00665188,1996
81.86113543,2014
73.65360732,1999
75.05865732,2004
75.34306062,1998
75.53854333,2009
75.50111359,1996
46.93628787,1998
56.62279152,1998
51.41368891,2009
47.68614954,1998
52.55666376,1998
46.80350224,1998
51.55957994,1996
45.52434066,2009
48.64492907,1999
40.52922599,1999
49.7727098,2009
65.76799105,2014
45.02341676,2004
55.53176691,1998
43.63768145,2004
49.27865872,1996
53.26029397,1996
41.70370082,1999
64.85577848,2014
54.05529406,2009
49.57568949,2009
59.36926706,1996
48.25288903,1999
47.13715047,2004
39.87860005,1999
46.97181728,1996
55.09932955,2004
52.29686185,2009
42.93702188,2004
64.31729483,2014
46.29083773,1996
60.65016152,2014
48.21079996,1998
45.58252494,2009
39.47090088,1999
47.7187223,2004
43.31362206,2004
64.09770989,2014
52.07932955,1996
65.45207548,2014
39.11497201,1999
61.85044733,2014
83.41328922,1999
87.73009599,1998
91.37983552,1996
88.42745723,2014
87.9720653,2009
84.1748029,2004
63.12167362,1998
74.90652099,2004
63.13350324,1999
79.76968235,2009
76.11015469,1996
82.71853804,2014
