,StateName,stateabb,PCNAME,t_voters,t_electors,voters_turnout,log_electors,sex_ratio,f_voters_turnout,year
2971,West Bengal,WB,Asansol,829147,1265480,65.5,14.05,810,65.3,1999
2972,West Bengal,WB,Bangaon,1280528,1540713,83.1,14.25,934,84.3,2014
2974,West Bengal,WB,Uluberia,1186425,1448632,81.9,14.19,901,81.2,2014
2975,West Bengal,WB,BARASAT,1148662,1388017,82.8,14.14,900,81.3,2004
2976,West Bengal,WB,Raiganj,885408,1144667,77.4,13.95,953,74.8,1999
2977,West Bengal,WB,JHARGRAM (ST),793099,1029496,77.0,13.84,979,73.2,2004
2978,West Bengal,WB,SERAMPORE,942891,1285398,73.4,14.07,902,71.1,2004
2979,West Bengal,WB,CALCUTTA NORTH WEST,359642,609204,59.0,13.32,618,57.8,2004
2980,West Bengal,WB,CONTAI,921634,1081102,85.2,13.89,959,84.9,2004
2981,West Bengal,WB,Uluberia,1009702,1251590,80.7,14.04,894,79.3,2009
2982,West Bengal,WB,Ranaghat,1145352,1329436,86.2,14.1,907,86.9,2009
2983,West Bengal,WB,Darjeeling,964801,1215464,79.4,14.01,937,79.1,2009
2986,West Bengal,WB,Bardhaman Purba,1123829,1289311,87.2,14.07,912,85.9,2009
2987,West Bengal,WB,ULUBERIA,849086,1129673,75.2,13.94,937,72.3,2004
2990,West Bengal,WB,Baharampur,950618,1179938,80.6,13.98,918,81.2,2009
2991,West Bengal,WB,Midnapore,862567,1099512,78.4,13.91,953,76.9,1999
2992,West Bengal,WB,CALCUTTA NORTH EAST,567774,803853,70.6,13.6,734,68.2,2004
2995,West Bengal,WB,Burdwan - durgapur,1329789,1583495,84.0,14.28,928,82.6,2014
2997,West Bengal,WB,Maldaha Uttar,920142,1101096,83.6,13.91,918,85.0,2009
2998,West Bengal,WB,Murshidabad,1050116,1192899,88.0,13.99,918,87.9,2009
2999,West Bengal,WB,Balurghat,851433,1107468,76.9,13.92,939,71.0,1999
3000,Chhattisgarh,CT,Sarangarh,685971,1087904,63.1,13.9,1001,57.0,1999
3001,Chhattisgarh,CT,Janjgir,672665,1243772,54.1,14.03,957,47.2,1999
3002,Chhattisgarh,CT,RAJNANDGAON,1178302,1591373,74.0,14.28,996,72.4,2014
3004,Chhattisgarh,CT,Kanker,586231,1036799,56.5,13.85,992,47.9,1999
3005,Chhattisgarh,CT,KORBA,1052069,1423729,73.9,14.17,950,73.1,2014
3006,Chhattisgarh,CT,KORBA,745581,1276443,58.4,14.06,935,56.1,2009
3010,Chhattisgarh,CT,KANKER,1016626,1448375,70.2,14.19,1004,69.0,2014
3012,Chhattisgarh,CT,RAIPUR,741681,1578868,47.0,14.27,938,43.6,2009
3013,Chhattisgarh,CT,Bilaspur,534333,1107061,48.3,13.92,971,40.5,1999
3014,Chhattisgarh,CT,JANJGIR-CHAMPA,737525,1518450,48.6,14.23,956,45.9,2009
3015,Chhattisgarh,CT,Bastar,375604,954405,39.4,13.77,1019,29.2,1999
3016,Chhattisgarh,CT,BILASPUR,769907,1472793,52.3,14.2,942,50.1,2009
3020,Chhattisgarh,CT,RAIPUR,1250760,1904460,65.7,14.46,944,64.0,2014
3021,Chhattisgarh,CT,MAHASAMUND,770599,1169419,65.9,13.97,1018,60.2,2004
3022,Chhattisgarh,CT,BILASPUR,1089988,1729229,63.0,14.36,940,61.7,2014
3024,Chhattisgarh,CT,BASTAR (ST),450417,1039442,43.3,13.85,1048,34.8,2004
3025,Chhattisgarh,CT,RAIGARH,1246135,1626949,76.6,14.3,986,76.1,2014
3026,Chhattisgarh,CT,BILASPUR (SC),621304,1411786,44.0,14.16,966,36.3,2004
3028,Chhattisgarh,CT,DURG,761323,1462883,52.0,14.2,962,46.4,2004
3029,Chhattisgarh,CT,Durg,772240,1329978,58.1,14.1,946,53.0,1999
3030,Chhattisgarh,CT,MAHASAMUND,1130836,1516177,74.6,14.23,1001,73.1,2014
3032,Chhattisgarh,CT,SARANGARH (SC),587744,1191389,49.3,13.99,993,42.9,2004
3033,Chhattisgarh,CT,RAIGARH,935739,1432746,65.3,14.18,981,63.9,2009
3035,Chhattisgarh,CT,Raigarh,579632,975987,59.4,13.79,986,53.5,1999
3036,Chhattisgarh,CT,BASTAR,564629,1193116,47.3,13.99,1045,42.9,2009
3038,Chhattisgarh,CT,Rajnandgaon,603640,1016713,59.4,13.83,1020,53.6,1999
3039,Chhattisgarh,CT,KANKER,741219,1296734,57.2,14.08,1005,53.8,2009
3040,Chhattisgarh,CT,RAJNANDGAON,830578,1411051,58.9,14.16,998,55.4,2009
3041,Chhattisgarh,CT,Raipur,669287,1177144,56.9,13.98,956,52.2,1999
3042,Chhattisgarh,CT,JANJGIR-CHAMPA,1073325,1744201,61.5,14.37,947,60.7,2014
3044,Chhattisgarh,CT,SARGUJA,805201,1306822,61.6,14.08,957,58.8,2009
3046,Chhattisgarh,CT,RAJNANDGAON,664445,1121618,59.2,13.93,1021,53.6,2004
3047,Chhattisgarh,CT,DURG,905319,1620400,55.9,14.3,953,52.1,2009
3048,Chhattisgarh,CT,BASTAR,769899,1298083,59.3,14.08,1051,57.7,2014
3050,Chhattisgarh,CT,SURGUJA (ST),676480,1387483,48.8,14.14,961,40.3,2004
3051,Chhattisgarh,CT,JANJGIR,717350,1374418,52.2,14.13,955,46.0,2004
3052,Chhattisgarh,CT,KANKER (ST),553195,1152128,48.0,13.96,1021,40.8,2004
3053,Chhattisgarh,CT,RAIPUR,689427,1370242,50.3,14.13,958,44.5,2004
3058,Chhattisgarh,CT,RAIGARH (ST),648290,1038634,62.4,13.85,995,57.7,2004
3059,Chhattisgarh,CT,DURG,1259094,1858922,67.7,14.44,959,65.7,2014
3060,Chhattisgarh,CT,SARGUJA,1187305,1523022,78.0,14.24,975,76.7,2014
3061,Chhattisgarh,CT,MAHASAMUND,775980,1369154,56.7,14.13,1003,53.2,2009
3064,Chhattisgarh,CT,Surguja,591901,1089910,54.3,13.9,979,43.9,1999
3065,Chhattisgarh,CT,Mahasamund,692070,1071547,64.6,13.88,1009,58.5,1999
3066,Jharkhand,JH,Khunti,737476,1111856,66.3,13.92,966,66.6,2014
3067,Jharkhand,JH,KODARMA,825697,1325734,62.3,14.1,917,54.9,2004
3068,Jharkhand,JH,Godda,642006,1087573,59.0,13.9,924,59.0,1999
3069,Jharkhand,JH,Giridih,971223,1511644,64.2,14.23,863,62.7,2014
3071,Jharkhand,JH,PALAMAU (SC),641524,1289313,49.8,14.07,901,39.9,2004
3072,Jharkhand,JH,Kodarma,602557,1137548,53.0,13.94,922,38.1,1999
3073,Jharkhand,JH,Dumka,902514,1273049,70.9,14.06,934,70.9,2014
3074,Jharkhand,JH,Giridih,540501,1115417,48.5,13.92,836,43.6,1999
3075,Jharkhand,JH,Dumka,554237,951280,58.3,13.77,940,46.2,1999
3077,Jharkhand,JH,Kodarma,780519,1390428,56.1,14.15,916,53.1,2009
3078,Jharkhand,JH,Palamu,516668,1080153,47.8,13.89,879,40.9,1999
3079,Jharkhand,JH,Singhbhum,581827,957406,60.8,13.77,975,57.5,2009
3080,Jharkhand,JH,Jamshedpur,635251,1160562,54.7,13.96,898,44.2,1999
3081,Jharkhand,JH,HAZARIBAGH,705438,1180058,59.8,13.98,854,50.2,2004
3082,Jharkhand,JH,Jamshedpur,705563,1380279,51.1,14.14,901,47.5,2009
3083,Jharkhand,JH,Hazaribagh,600310,1213735,49.5,14.01,883,37.5,1999
3084,Jharkhand,JH,Ranchi,1049605,1648459,63.7,14.32,898,62.5,2014
3086,Jharkhand,JH,SINGHBHUM (ST),520155,919728,56.6,13.73,984,49.9,2004
3087,Jharkhand,JH,Kodarma,1024901,1639645,62.5,14.31,885,63.6,2014
3090,Jharkhand,JH,Godda,1049108,1590772,65.9,14.28,893,66.5,2014
3091,Jharkhand,JH,JAMSHEDPUR,776508,1372125,56.6,14.13,889,51.2,2004
3092,Jharkhand,JH,Chatra,473944,1037665,45.7,13.85,900,40.7,2009
3094,Jharkhand,JH,Ranchi,583745,1131760,51.6,13.94,880,50.7,1999
3096,Jharkhand,JH,Lohardaga,524363,981666,53.4,13.8,940,51.1,2009
3097,Jharkhand,JH,Chatra,712961,1312562,54.3,14.09,885,53.5,2014
3098,Jharkhand,JH,Jamshedpur,1049122,1581665,66.3,14.27,949,65.1,2014
3099,Jharkhand,JH,GIRIDIH,714371,1312691,54.4,14.09,833,45.4,2004
3100,Jharkhand,JH,Chatra,426241,1015184,42.0,13.83,907,38.9,1999
3105,Jharkhand,JH,RAJMAHAL (ST),691116,1072040,64.5,13.89,943,59.8,2004
3107,Jharkhand,JH,KHUNTI (ST),490772,904846,54.2,13.72,923,49.4,2004
3115,Jharkhand,JH,Rajmahal,569344,950593,59.9,13.76,941,51.3,1999
3116,Jharkhand,JH,Palamau,976602,1645957,59.3,14.31,850,60.0,2014
3117,Jharkhand,JH,Hazaribagh,967280,1518923,63.7,14.23,869,64.0,2014
3118,Jharkhand,JH,DUMKA (ST),625043,1083200,57.7,13.9,903,49.4,2004
3119,Jharkhand,JH,Lohardaga,369875,938658,39.4,13.75,964,26.8,1999
3120,Jharkhand,JH,Dhanbad,1143889,1890021,60.5,14.45,831,58.4,2014
3121,Jharkhand,JH,Hazaribagh,690935,1301651,53.1,14.08,848,50.1,2009
3122,Jharkhand,JH,Rajmahal,951295,1353467,70.3,14.12,958,69.6,2014
3125,Jharkhand,JH,DHANBAD,941715,1749456,53.8,14.37,785,45.3,2004
3126,Jharkhand,JH,GODDA,831337,1338939,62.1,14.11,879,54.9,2004
3128,Jharkhand,JH,Khunti,510325,980868,52.0,13.8,968,49.4,2009
3129,Jharkhand,JH,Lohardaga,651333,1119144,58.2,13.93,933,58.8,2014
3130,Jharkhand,JH,Singhbhum,795224,1152632,69.0,13.96,976,68.8,2014
3131,Jharkhand,JH,Ranchi,724096,1625148,44.6,14.3,866,40.2,2009
3132,Jharkhand,JH,Singhbhum,482318,846629,57.0,13.65,988,44.1,1999
3134,Jharkhand,JH,LOHARDAGA (ST),467336,906666,51.5,13.72,935,44.7,2004
3136,Jharkhand,JH,Godda,798555,1412253,56.5,14.16,889,53.4,2009
3137,Jharkhand,JH,Rajmahal,644864,1167993,55.2,13.97,966,51.7,2009
3139,Jharkhand,JH,Dhanbad,814081,1806475,45.1,14.41,795,45.2,2009
3140,Jharkhand,JH,Dhanbad,771044,1433645,53.8,14.18,763,46.5,1999
3142,Jharkhand,JH,Palamau,651567,1417375,46.0,14.16,878,40.7,2009
3143,Jharkhand,JH,CHATRA,435488,978364,44.5,13.79,898,36.5,2004
3144,Jharkhand,JH,Khunti,412090,832168,49.5,13.63,969,41.2,1999
3145,Jharkhand,JH,Dumka,621263,1128361,55.1,13.94,926,51.4,2009
3147,Jharkhand,JH,Giridih,619067,1346527,46.0,14.11,837,41.1,2009
3148,Jharkhand,JH,RANCHI,696342,1379179,50.5,14.14,880,41.9,2004
3150,Uttarakhand,UK,TEHRI GARHWAL,561210,1292454,43.4,14.07,943,39.1,2004
3153,Uttarakhand,UK,Almora,403872,965628,41.8,13.78,1103,33.2,1999
3154,Uttarakhand,UK,Tehri Garhwal,490531,1161284,42.2,13.97,910,34.3,1999
3155,Uttarakhand,UK,Nainital-udhamsingh Nagar,753143,1284092,58.7,14.07,895,55.1,2009
3156,Uttarakhand,UK,Tehri Garhwal,582085,1159691,50.2,13.96,923,48.2,2009
3158,Uttarakhand,UK,Nainital-udhamsingh Nagar,1099345,1610811,68.2,14.29,878,67.7,2014
3159,Uttarakhand,UK,Garhwal,481176,1036876,46.4,13.85,1043,42.1,1999
3160,Uttarakhand,UK,Almora,655504,1253541,52.3,14.04,961,55.3,2014
3163,Uttarakhand,UK,Nainital,803947,1368193,58.8,14.13,842,53.4,1999
3164,Uttarakhand,UK,Tehri Garhwal ,770868,1352614,57.0,14.12,901,57.9,2014
3165,Uttarakhand,UK,Hardwar,673563,1183770,56.9,13.98,837,49.2,1999
3167,Uttarakhand,UK,Garhwal,524642,1092282,48.0,13.9,1024,47.9,2009
3169,Uttarakhand,UK,HARDWAR (SC),486341,914440,53.2,13.73,854,47.9,2004
3170,Uttarakhand,UK,Almora,478929,1057379,45.3,13.87,1040,42.7,2009
3171,Uttarakhand,UK,GARHWAL,499546,1081299,46.2,13.89,1039,44.4,2004
3172,Uttarakhand,UK,ALMORA,504756,1012756,49.8,13.83,1101,46.5,2004
3173,Uttarakhand,UK,Garhwal,678002,1267218,53.5,14.05,944,58.0,2014
3175,Uttarakhand,UK,Hardwar,787587,1294280,60.9,14.07,852,57.8,2009
3176,Uttarakhand,UK,NAINITAL,616560,1261688,48.9,14.05,890,43.6,2004
3178,Uttarakhand,UK,Hardwar,1173352,1642873,71.4,14.31,849,71.0,2014
3180,Andaman & Nicobar Islands,AD,ANDAMAN & NICOBAR ISLAND,153804,241645,63.6,12.4,838,63.8,2004
3182,Andaman & Nicobar Islands,AD,Andaman & Nicobar I,147102,247384,59.5,12.42,724,60.3,1999
3183,Andaman & Nicobar Islands,AD,Andaman & nicobar islands,170099,265108,64.2,12.49,878,63.2,2009
3185,Andaman & Nicobar Islands,AD,Andaman & Nicobar Islands,190213,269360,70.6,12.5,886,70.4,2014
3186,Chandigarh,CH,Chandigarh,343534,524444,65.5,13.17,798,64.9,2009
3187,Chandigarh,CH,Chandigarh,282879,585006,48.4,13.28,742,46.5,1999
3188,Chandigarh,CH,CHANDIGARH,269818,527684,51.1,13.18,804,50.1,2004
3191,Chandigarh,CH,CHANDIGARH,453322,615214,73.7,13.33,844,74.0,2014
3192,Dadra & Nagar Haveli,DN,Dadar & Nagar Haveli,165286,196597,84.1,12.19,851,85.7,2014
3193,Dadra & Nagar Haveli,DN,Dadar & Nagar Haveli,110363,150704,73.2,11.92,859,75.6,2009
3194,Dadra & Nagar Haveli,DN,Dadra & Nagar Haveli,73507,98376,74.7,11.5,903,76.7,1999
3196,Dadra & Nagar Haveli,DN,DADRA & NAGAR HAVELI (ST),84699,122681,69.0,11.72,886,71.0,2004
3198,Daman & Diu,DD,Daman & diu,87228,111827,78.0,11.62,961,81.9,2014
3199,Daman & Diu,DD,Daman And Diu,51811,72216,71.7,11.19,963,73.7,1999
3200,Daman & Diu,DD,DAMAN AND DIU,55590,79232,70.2,11.28,1001,75.1,2004
3202,Daman & Diu,DD,Daman & diu,68024,95382,71.3,11.47,972,75.5,2009
3206,NCT OF Delhi,DL,EAST DELHI,857390,1604795,53.4,14.29,797,51.4,2009
3211,NCT OF Delhi,DL,SOUTH DELHI,731256,1542412,47.4,14.25,731,45.5,2009
3212,NCT OF Delhi,DL,Delhi Sadar,278297,529646,52.5,13.18,748,48.6,1999
3213,NCT OF Delhi,DL,Outer Delhi,1287504,3103525,41.5,14.95,723,40.5,1999
3214,NCT OF Delhi,DL,WEST DELHI,884019,1687727,52.4,14.34,834,49.8,2009
3215,NCT OF Delhi,DL,CHANDNI CHOWK,979790,1447230,67.7,14.19,829,65.8,2014
3216,NCT OF Delhi,DL,SOUTH DELHI,478871,1018862,47.0,13.83,808,45.0,2004
3218,NCT OF Delhi,DL,OUTER DELHI,1553813,3368399,46.1,15.03,762,43.6,2004
3221,NCT OF Delhi,DL,Karol Bagh,258309,571657,45.2,13.26,681,41.7,1999
3222,NCT OF Delhi,DL,WEST DELHI,1345645,2039410,66.0,14.53,839,64.9,2014
3223,NCT OF Delhi,DL,NEW DELHI,764859,1373146,55.7,14.13,790,54.1,2009
3224,NCT OF Delhi,DL,NORTH EAST DELHI,878393,1677058,52.4,14.33,801,49.6,2009
3226,NCT OF Delhi,DL,Chandni Chowk,204453,376654,54.3,12.84,805,48.3,1999
3227,NCT OF Delhi,DL,KAROL BAGH (SC),249184,505236,49.3,13.13,731,47.1,2004
3228,NCT OF Delhi,DL,South Delhi,499990,1194198,41.9,13.99,737,39.9,1999
3230,NCT OF Delhi,DL,DELHI SADAR,271552,471813,57.6,13.06,802,55.1,2004
3231,NCT OF Delhi,DL,CHANDNI CHOWK,780382,1413535,55.2,14.16,804,52.3,2009
3232,NCT OF Delhi,DL,EAST DELHI,1190884,2606589,45.7,14.77,758,42.9,2004
3233,NCT OF Delhi,DL,EAST DELHI,1195428,1829578,65.3,14.42,788,64.3,2014
3235,NCT OF Delhi,DL,NORTH WEST DELHI,1353181,2194343,61.7,14.6,810,60.7,2014
3237,NCT OF Delhi,DL,NORTH WEST DELHI,857522,1798181,47.7,14.4,793,45.6,2009
3238,NCT OF Delhi,DL,New Delhi,226866,543037,41.8,13.2,713,39.5,1999
3239,NCT OF Delhi,DL,CHANDNI CHOWK,179003,337462,53.0,12.73,823,47.7,2004
3240,NCT OF Delhi,DL,NEW DELHI,202926,455114,44.6,13.03,766,43.3,2004
3241,NCT OF Delhi,DL,NEW DELHI,968519,1490147,65.0,14.21,795,64.1,2014
3243,NCT OF Delhi,DL,NORTH EAST DELHI,1313796,1957708,67.1,14.49,814,65.5,2014
3244,NCT OF Delhi,DL,East Delhi,1038278,2393813,43.4,14.69,754,39.1,1999
3245,NCT OF Delhi,DL,SOUTH DELHI,1101277,1752748,62.8,14.38,743,61.9,2014
3246,Lakshadweep,LK,Lakshadweep,30174,37619,80.2,10.54,931,83.4,1999
3249,Lakshadweep,LK,Lakshadweep ,43239,49922,86.6,10.82,963,88.4,2014
3250,Lakshadweep,LK,Lakshadweep,39498,45983,85.9,10.74,957,88.0,2009
3251,Lakshadweep,LK,LAKSHADWEEP (ST),31820,39033,81.5,10.57,963,84.2,2004
3253,Puducherry,PY,PONDICHERRY,484316,636667,76.1,13.36,1049,74.9,2004
3254,Puducherry,PY,Pondicherry,444174,701990,63.3,13.46,970,63.1,1999
3255,Puducherry,PY,Puducherry,608473,762440,79.8,13.54,1077,79.8,2009
3257,Puducherry,PY,Puducherry,739750,901357,82.1,13.71,1086,82.7,2014
