long1,lat,id1,statename,stateabb,pcname,m_electors,f_electors,t_electors,sex_ratio_e,f_vote_turnout,m_vote_turnout,c,l_t,group
82.521217,26.457308,487,Uttar Pradesh,UP,Ambedkar Nagar,923552,795143,1718774,1161,62.021423,58.5993,3,10,UP: Ambedkar Nagar
81.633698,26.277506,461,Uttar Pradesh,UP,Amethi,890648,779148,1669843,1143,53.050385,51.818901,2,7.5,UP: Amethi
78.267754,28.806036,426,Uttar Pradesh,UP,Amroha,829444,714712,1544245,1161,70.79467,71.102211,1,5,UP: Amroha
79.325333,28.107628,437,Uttar Pradesh,UP,Aonla,917053,736487,1653577,1245,57.364624,62.396938,2,7.5,UP: Aonla
83.232155,26.058123,459,Uttar Pradesh,UP,Azamgarh,941447,761573,1703121,1236,59.794662,53.574444,3,10,UP: Azamgarh
78.803673,28.200556,438,Uttar Pradesh,UP,Badaun,978040,791044,1769145,1236,54.582424,60.846794,3,10,UP: Badaun
77.414108,29.01519,425,Uttar Pradesh,UP,Baghpat,850681,654413,1505175,1300,64.35997,68.466438,1,5,UP: Baghpat
81.436508,27.832838,440,Uttar Pradesh,UP,Bahraich,882643,755897,1638640,1168,54.445248,59.200493,2,7.5,UP: Bahraich
84.048668,25.734211,481,Uttar Pradesh,UP,Ballia,973384,794830,1768271,1225,53.270008,53.193089,3,10,UP: Ballia
80.870049,25.293028,488,Uttar Pradesh,UP,Banda,884779,717011,1601855,1234,53.597645,53.565128,2,7.5,UP: Banda
83.553062,26.43931,460,Uttar Pradesh,UP,Bansgaon,980235,779762,1760090,1257,53.533897,46.898346,3,10,UP: Bansgaon
81.27655,26.958258,456,Uttar Pradesh,UP,Barabanki,925944,795265,1721278,1164,57.467007,66.00248,3,10,UP: Barabanki
79.447487,28.522087,436,Uttar Pradesh,UP,Bareilly,911264,752773,1664081,1211,58.702824,63.080074,2,7.5,UP: Bareilly
82.640617,26.826399,495,Uttar Pradesh,UP,Basti,962508,824831,1787476,1167,60.474087,57.111629,3,10,UP: Basti
82.340363,25.392267,486,Uttar Pradesh,UP,Bhadohi,1016000,818442,1834598,1241,55.516212,51.908466,3,10,UP: Bhadohi
78.04303,29.30393,499,Uttar Pradesh,UP,Bijnor,848418,713587,1562081,1189,67.571861,67.888237,2,7.5,UP: Bijnor
78.091934,28.381691,434,Uttar Pradesh,UP,Bulandshahr,930827,805499,1736436,1156,57.041286,59.045666,3,10,UP: Bulandshahr
83.207413,25.369139,472,Uttar Pradesh,UP,Chandauli,887892,705123,1593133,1259,61.546425,61.482029,2,7.5,UP: Chandauli
83.982323,26.624756,465,Uttar Pradesh,UP,Deoria,997314,809319,1806926,1232,57.129143,50.945137,3,10,UP: Deoria
80.643402,27.816822,442,Uttar Pradesh,UP,Dhaurahra,846798,711151,1558041,1191,63.948303,71.455528,2,7.5,UP: Dhaurahra
82.87439,27.275167,448,Uttar Pradesh,UP,Domariyaganj,961957,799313,1761415,1203,55.665051,50.947079,3,10,UP: Domariyaganj
78.788033,27.694256,443,Uttar Pradesh,UP,Etah,856985,720450,1577457,1190,56.330212,60.699547,2,7.5,UP: Etah
79.35527,26.582813,468,Uttar Pradesh,UP,Etawah,938271,768913,1707237,1220,53.105358,56.438599,3,10,UP: Etawah
81.831795,26.732262,467,Uttar Pradesh,UP,Faizabad,936036,802604,1738701,1166,57.870754,59.621212,3,10,UP: Faizabad
79.377556,27.443762,445,Uttar Pradesh,UP,Farrukhabad,891793,721921,1613781,1235,56.78336,62.86414,2,7.5,UP: Farrukhabad
80.806992,25.873335,476,Uttar Pradesh,UP,Fatehpur,985898,818821,1804753,1204,58.780369,58.284832,3,10,UP: Fatehpur
78.07415,26.99465,458,Uttar Pradesh,UP,Fatehpur Sikri,877271,703267,1580582,1247,57.110172,64.46286,2,7.5,UP: Fatehpur Sikri
78.533318,27.181259,450,Uttar Pradesh,UP,Firozabad,902532,734206,1636738,1229,62.86274,71.246895,2,7.5,UP: Firozabad
77.662315,28.355934,498,Uttar Pradesh,UP,Gautam Buddha Nagar,1105732,880377,1986109,1256,55.81041,63.944248,3,10,UP: Gautam Buddha Nagar
77.505547,28.709057,432,Uttar Pradesh,UP,Ghaziabad,1333055,1024455,2357553,1301,54.649155,58.659393,3,10,UP: Ghaziabad
83.472435,25.595512,483,Uttar Pradesh,UP,Ghazipur,983352,818105,1801519,1202,55.894047,53.794167,3,10,UP: Ghazipur
83.640236,26.006691,471,Uttar Pradesh,UP,Ghosi,1040033,850934,1891112,1222,57.834213,52.631023,3,10,UP: Ghosi
82.23246,27.125063,454,Uttar Pradesh,UP,Gonda,935167,775608,1710825,1206,49.630482,52.127911,3,10,UP: Gonda
83.324791,26.828362,494,Uttar Pradesh,UP,Gorakhpur,1055209,848621,1903988,1243,53.853016,55.241093,3,10,UP: Gorakhpur
79.912254,25.588947,479,Uttar Pradesh,UP,Hamirpur,949328,788636,1737993,1204,54.204983,57.947411,3,10,UP: Hamirpur
80.046471,27.451101,446,Uttar Pradesh,UP,Hardoi,939831,774501,1714388,1213,52.595024,60.172096,3,10,UP: Hardoi
78.146004,27.681257,447,Uttar Pradesh,UP,Hathras,969908,788925,1758927,1229,57.340431,61.538311,3,10,UP: Hathras
79.376648,26.007498,430,Uttar Pradesh,UP,Jalaun,1037570,849595,1887189,1221,56.030579,60.98885,3,10,UP: Jalaun
82.492744,25.850483,477,Uttar Pradesh,UP,Jaunpur,1002938,845831,1848842,1186,56.651623,52.559582,3,10,UP: Jaunpur
78.679207,24.945354,482,Uttar Pradesh,UP,Jhansi,1034112,897888,1932052,1152,65.287987,71.000816,3,10,UP: Jhansi
77.321747,29.677132,422,Uttar Pradesh,UP,Kairana,840629,691073,1531767,1216,72.391487,73.506981,1,5,UP: Kairana
81.763252,27.169792,453,Uttar Pradesh,UP,Kaiserganj,928269,783633,1711967,1185,53.007721,56.775246,3,10,UP: Kaiserganj
79.693695,26.879986,491,Uttar Pradesh,UP,Kannauj,1000035,808799,1808886,1236,59.933804,62.910297,3,10,UP: Kannauj
80.32885,26.442469,489,Uttar Pradesh,UP,Kanpur,889344,721802,1611248,1232,48.372822,54.597771,2,7.5,UP: Kanpur
81.496208,25.592339,480,Uttar Pradesh,UP,Kaushambi,954848,783372,1738509,1219,53.45583,51.429127,3,10,UP: Kaushambi
80.677299,28.22879,435,Uttar Pradesh,UP,Kheri,904863,774542,1679466,1168,60.889404,66.995667,2,7.5,UP: Kheri
83.841812,26.924599,457,Uttar Pradesh,UP,Kushi Nagar,930637,750240,1680992,1240,59.220116,54.346752,2,7.5,UP: Kushi Nagar
82.92469,26.033089,429,Uttar Pradesh,UP,Lalganj,906738,754613,1661470,1202,58.57148,50.38633,2,7.5,UP: Lalganj
80.933548,26.861111,492,Uttar Pradesh,UP,Lucknow,1052171,897693,1949956,1172,50.18943,55.172874,3,10,UP: Lucknow
82.710014,25.585442,484,Uttar Pradesh,UP,Machhlishahr,1026789,865121,1891969,1187,55.945354,49.941906,3,10,UP: Machhlishahr
83.535324,27.201141,451,Uttar Pradesh,UP,Maharajganj,946234,796767,1743131,1188,64.069046,58.099476,3,10,UP: Maharajganj
79.057884,27.122322,452,Uttar Pradesh,UP,Mainpuri,900568,752461,1653058,1197,55.67757,64.357269,2,7.5,UP: Mainpuri
77.628334,27.596436,444,Uttar Pradesh,UP,Mathura,931944,750142,1682260,1242,61.038975,66.503563,2,7.5,UP: Mathura
77.796623,28.860558,428,Uttar Pradesh,UP,Meerut,971956,792318,1764388,1227,60.554096,64.998932,3,10,UP: Meerut
82.619194,24.985413,474,Uttar Pradesh,UP,Mirzapur,938504,782028,1720661,1200,57.537838,59.414986,3,10,UP: Mirzapur
80.347122,27.090208,455,Uttar Pradesh,UP,Misrikh,948316,777207,1725589,1220,54.512375,60.572216,3,10,UP: Misrikh
80.894325,26.933798,464,Uttar Pradesh,UP,Mohanlalganj,995313,842841,1838194,1181,56.593948,64.085472,3,10,UP: Mohanlalganj
78.678688,29.203663,500,Uttar Pradesh,UP,Moradabad,961935,810050,1771985,1188,61.646812,65.152222,3,10,UP: Moradabad
77.659233,29.32086,424,Uttar Pradesh,UP,Muzaffarnagar,875179,713220,1588475,1227,67.953789,70.618927,2,7.5,UP: Muzaffarnagar
78.389816,29.46665,423,Uttar Pradesh,UP,Nagina,795562,697765,1493419,1140,65.679993,60.843655,1,5,UP: Nagina
81.899414,25.559696,485,Uttar Pradesh,UP,Phulpur,1063897,849194,1913275,1253,49.241047,50.875603,3,10,UP: Phulpur
79.915344,28.573158,433,Uttar Pradesh,UP,Pilibhit,903414,767687,1671154,1177,60.47113,64.875572,2,7.5,UP: Pilibhit
81.954285,25.920546,478,Uttar Pradesh,UP,Pratapgarh,923411,792852,1716394,1165,55.219387,49.262028,3,10,UP: Pratapgarh
81.137978,26.225473,463,Uttar Pradesh,UP,Rae Bareli,857875,737017,1594954,1164,52.558895,51.028645,2,7.5,UP: Rae Bareli
79.105476,28.795481,431,Uttar Pradesh,UP,Rampur,872075,744534,1616972,1171,57.773857,60.562336,2,7.5,UP: Rampur
83.083405,24.495163,475,Uttar Pradesh,UP,Robertsganj,901147,737885,1639074,1221,52.520649,55.272335,2,7.5,UP: Robertsganj
77.651924,29.993261,421,Uttar Pradesh,UP,Saharanpur,873318,735452,1608833,1187,73.489365,74.725929,2,7.5,UP: Saharanpur
84.027626,26.09012,470,Uttar Pradesh,UP,Salempur,904632,756980,1661737,1195,53.405506,49.764656,2,7.5,UP: Salempur
78.677353,28.614992,427,Uttar Pradesh,UP,Sambhal,931603,761516,1693229,1223,59.922443,64.350479,2,7.5,UP: Sambhal
83.053795,26.676167,466,Uttar Pradesh,UP,Sant Kabir Nagar,1045424,858808,1904315,1217,57.162487,49.855465,3,10,UP: Sant Kabir Nagar
79.844933,27.975739,439,Uttar Pradesh,UP,Shahjahanpur,1100020,879139,1979294,1251,52.859333,60.306175,3,10,UP: Shahjahanpur
82.178528,27.614986,496,Uttar Pradesh,UP,Shrawasti,976415,811613,1788080,1203,51.822483,57.286194,3,10,UP: Shrawasti
81.047462,27.513784,449,Uttar Pradesh,UP,Sitapur,838148,712053,1550263,1177,62.442684,69.404091,1,5,UP: Sitapur
82.210625,26.252638,469,Uttar Pradesh,UP,Sultanpur,910134,793521,1703698,1147,58.681244,54.88895,3,10,UP: Sultanpur
80.564621,26.608021,490,Uttar Pradesh,UP,Unnao,1194394,969919,2164392,1231,54.258759,56.402325,3,10,UP: Unnao
82.869148,25.293262,493,Uttar Pradesh,UP,Varanasi,985395,781000,1766487,1262,55.919975,60.186119,3,10,UP: Varanasi
80.054619,29.899473,416,Uttarakhand,UK,Almora,639362,614162,1253541,1041,55.26376,49.438972,0,3.75,UK: Almora
79.172012,30.237717,419,Uttarakhand,UK,Garhwal,651868,615350,1267218,1059,58.023403,49.236195,0,3.75,UK: Garhwal
78.037186,29.948215,417,Uttarakhand,UK,Hardwar,888328,754505,1642873,1177,71.022858,71.76178,2,7.5,UK: Hardwar
79.526596,29.171041,420,Uttarakhand,UK,Nainital-Udhamsingh Nagar,857782,753029,1610811,1139,67.714523,68.716179,2,7.5,UK: Nainital-Udhamsingh Nagar
78.471245,30.811068,418,Uttarakhand,UK,Tehri Garhwal,711671,640943,1352614,1110,57.856472,56.21151,0,3.75,UK: Tehri Garhwal
89.386162,26.6492,531,West Bengal,WB,Alipurduars,755765,715138,1470911,1057,84.325127,81.955635,1,5,WB: Alipurduars
87.807373,22.808868,502,West Bengal,WB,Arambagh,833629,766658,1600293,1087,85.321877,84.840736,2,7.5,WB: Arambagh
87.076256,23.705515,514,West Bengal,WB,Asansol,791896,677774,1469684,1168,75.132713,79.970856,1,5,WB: Asansol
88.176231,23.925043,538,West Bengal,WB,Baharampur,752943,700833,1453783,1074,81.312813,77.589272,1,5,WB: Baharampur
88.522263,25.374611,518,West Bengal,WB,Balurghat,653841,600646,1254497,1089,85.412537,83.820534,0,3.75,WB: Balurghat
88.751808,22.99695,529,West Bengal,WB,Bangaon,796650,744053,1540713,1071,84.337677,81.96962,1,5,WB: Bangaon
86.91658,23.178368,513,West Bengal,WB,Bankura,775893,727919,1503812,1066,81.101471,83.065704,1,5,WB: Bankura
88.581024,22.730846,503,West Bengal,WB,Barasat,774305,738463,1512792,1049,80.757332,86.446426,1,5,WB: Barasat
88.113182,23.241674,512,West Bengal,WB,Bardhaman Purba,795545,736693,1532244,1080,86.537537,85.807213,1,5,WB: Bardhaman Purba
88.464714,22.836985,533,West Bengal,WB,Barrackpore,682366,604844,1287222,1128,79.596725,83.135147,0,3.75,WB: Barrackpore
88.769951,22.607349,528,West Bengal,WB,Basirhat,777768,712812,1490596,1091,83.591324,87.049995,1,5,WB: Basirhat
87.621613,24.058535,508,West Bengal,WB,Birbhum,773438,721641,1495089,1072,83.847229,86.608109,1,5,WB: Birbhum
87.410881,23.174194,516,West Bengal,WB,Bishnupur,759317,707604,1466921,1073,85.317215,87.845131,1,5,WB: Bishnupur
87.79007,23.680208,509,West Bengal,WB,Bolpur,798378,740033,1538421,1079,83.97274,85.427704,1,5,WB: Bolpur
87.787979,23.39101,510,West Bengal,WB,Burdwan - Durgapur,821377,762111,1583495,1078,82.633766,85.225784,2,7.5,WB: Burdwan - Durgapur
89.374557,26.271124,530,West Bengal,WB,Cooch Behar,848641,764757,1613403,1110,83.94928,80.96769,2,7.5,WB: Cooch Behar
88.392281,26.853867,501,West Bengal,WB,Darjeeling,737062,700062,1437154,1053,79.118279,79.642693,1,5,WB: Darjeeling
88.220551,22.349854,526,West Bengal,WB,Diamond Harbour,816259,739631,1555914,1104,78.067574,83.654823,2,7.5,WB: Diamond Harbour
88.409912,22.670879,542,West Bengal,WB,Dum Dum,715569,690401,1405981,1036,78.112572,82.467796,0,3.75,WB: Dum Dum
87.597298,22.434139,541,West Bengal,WB,Ghatal,835803,774672,1610489,1079,87.142174,82.668404,2,7.5,WB: Ghatal
88.275749,22.989513,536,West Bengal,WB,Hooghly,836584,793445,1630042,1054,82.039841,83.268867,2,7.5,WB: Hooghly
88.198959,22.568159,534,West Bengal,WB,Howrah,802653,702441,1505099,1143,71.639328,77.469093,1,5,WB: Howrah
88.496437,22.398472,535,West Bengal,WB,Jadavpur,811441,784269,1595746,1035,77.162941,82.178375,2,7.5,WB: Jadavpur
88.759178,26.596338,532,West Bengal,WB,Jalpaiguri,795704,735760,1531469,1081,84.979073,84.954834,1,5,WB: Jalpaiguri
88.085899,24.297934,517,West Bengal,WB,Jangipur,714890,676753,1391656,1056,82.610344,78.234413,0,3.75,WB: Jangipur
86.950615,22.575155,521,West Bengal,WB,Jhargram,753841,721269,1475112,1045,84.632362,85.682388,1,5,WB: Jhargram
88.652115,22.335173,525,West Bengal,WB,Joynagar,757902,700787,1458724,1082,79.270309,83.523857,1,5,WB: Joynagar
87.723404,21.903055,527,West Bengal,WB,Kanthi,777345,713061,1490409,1090,87.837929,85.405708,1,5,WB: Kanthi
88.347687,22.497843,522,West Bengal,WB,Kolkata Dakshin,890251,795037,1685296,1120,67.922249,70.386665,2,7.5,WB: Kolkata Dakshin
88.377945,22.580168,520,West Bengal,WB,Kolkata Uttar,797437,636542,1433985,1253,65.977425,67.065613,1,5,WB: Kolkata Uttar
88.453384,23.66131,507,West Bengal,WB,Krishnanagar,769981,706791,1476783,1089,86.008736,82.953606,1,5,WB: Krishnanagar
87.97554,24.901731,539,West Bengal,WB,Maldaha Dakshin,692386,654741,1347143,1057,83.13089,78.726028,0,3.75,WB: Maldaha Dakshin
88.130707,25.205889,519,West Bengal,WB,Maldaha Uttar,740749,684660,1425428,1082,85.092018,78.104866,1,5,WB: Maldaha Uttar
88.326935,22.015453,524,West Bengal,WB,Mathurapur,772277,716496,1488785,1078,84.814293,85.723778,1,5,WB: Mathurapur
87.350426,22.143925,504,West Bengal,WB,Medinipur,770363,729306,1499673,1056,84.097214,84.045052,1,5,WB: Medinipur
88.5047,24.144424,506,West Bengal,WB,Murshidabad,782480,729615,1512098,1072,87.038918,83.468201,1,5,WB: Murshidabad
86.358475,23.312092,511,West Bengal,WB,Purulia,764758,707169,1471933,1081,81.175362,82.020851,1,5,WB: Purulia
88.119644,25.867285,540,West Bengal,WB,Raiganj,724014,663479,1387526,1091,81.844337,77.839104,0,3.75,WB: Raiganj
88.574814,23.281351,515,West Bengal,WB,Ranaghat,831318,771515,1602849,1078,85.293091,83.137978,2,7.5,WB: Ranaghat
88.185043,22.689034,537,West Bengal,WB,Srerampur,847931,776093,1624038,1093,78.390862,80.313019,2,7.5,WB: Srerampur
87.92672,22.193621,505,West Bengal,WB,Tamluk,796779,730482,1527273,1091,89.105141,85.865715,1,5,WB: Tamluk
88.005295,22.471292,523,West Bengal,WB,Uluberia,761951,686678,1448632,1110,81.163803,82.563187,1,5,WB: Uluberia
